74.0;69.0;71.0
71.0;67.0;69.0
69.0;65.0;68.0
68.0;65.0;67.0
68.0;64.0;67.0
66.0;63.0;67.0
65.0;63.0;65.0
67.0;64.0;69.0
67.0;63.0;69.0
67.0;63.0;67.0
67.0;63.0;68.0
67.0;64.0;69.0
67.0;64.0;68.0
67.0;64.0;68.0
68.0;65.0;70.0
68.0;64.0;70.0
69.0;65.0;73.0
70.0;67.0;75.0
69.0;65.0;72.0
70.0;66.0;73.0
74.0;70.0;77.0
78.0;72.0;75.0
80.0;74.0;78.0
77.0;72.0;76.0
78.0;73.0;77.0
81.0;75.0;79.0
80.0;74.0;77.0
82.0;76.0;80.0
80.0;74.0;78.0
79.0;74.0;78.0
76.0;71.0;76.0
73.0;69.0;75.0
68.0;65.0;71.0
66.0;63.0;70.0
65.0;63.0;70.0
66.0;64.0;71.0
66.0;63.0;70.0
67.0;64.0;72.0
65.0;63.0;70.0
65.0;62.0;69.0
66.0;64.0;71.0
65.0;63.0;70.0
64.0;61.0;69.0
65.0;63.0;71.0
63.0;62.0;69.0
66.0;63.0;71.0
65.0;63.0;69.0
65.0;63.0;70.0
65.0;62.0;69.0
65.0;62.0;70.0
64.0;62.0;68.0
64.0;62.0;69.0
65.0;62.0;71.0
66.0;63.0;72.0
63.0;61.0;68.0
62.0;59.0;67.0
63.0;61.0;68.0
64.0;61.0;69.0
64.0;61.0;69.0
64.0;60.0;68.0
64.0;61.0;69.0
66.0;62.0;70.0
63.0;61.0;69.0
63.0;60.0;67.0
65.0;62.0;70.0
63.0;61.0;67.0
62.0;59.0;66.0
64.0;62.0;68.0
65.0;63.0;69.0
65.0;63.0;70.0
63.0;61.0;69.0
62.0;60.0;68.0
60.0;59.0;68.0
60.0;59.0;66.0
62.0;59.0;67.0
61.0;59.0;67.0
59.0;58.0;65.0
59.0;58.0;65.0
59.0;58.0;65.0
58.0;57.0;65.0
59.0;57.0;65.0
58.0;56.0;65.0
61.0;59.0;66.0
62.0;61.0;69.0
62.0;60.0;68.0
62.0;60.0;68.0
60.0;59.0;67.0
62.0;61.0;68.0
63.0;61.0;70.0
63.0;61.0;71.0
64.0;62.0;71.0
64.0;62.0;71.0
63.0;62.0;70.0
63.0;61.0;69.0
62.0;61.0;69.0
63.0;62.0;69.0
63.0;62.0;70.0
62.0;61.0;68.0
62.0;60.0;68.0
60.0;59.0;66.0
59.0;58.0;65.0
60.0;59.0;66.0
58.0;56.0;64.0
59.0;58.0;66.0
59.0;58.0;65.0
58.0;57.0;64.0
61.0;59.0;66.0
55.0;54.0;63.0
52.0;52.0;60.0
49.0;50.0;59.0
49.0;49.0;59.0
48.0;49.0;59.0
51.0;51.0;60.0
54.0;53.0;63.0
57.0;56.0;63.0
57.0;56.0;64.0
54.0;55.0;63.0
56.0;56.0;63.0
55.0;55.0;64.0
56.0;56.0;63.0
55.0;55.0;63.0
53.0;53.0;62.0
54.0;54.0;63.0
53.0;53.0;63.0
54.0;54.0;63.0
53.0;53.0;63.0
53.0;53.0;62.0
53.0;53.0;62.0
51.0;52.0;63.0
48.0;50.0;60.0
45.0;47.0;58.0
45.0;47.0;58.0
47.0;48.0;59.0
47.0;49.0;61.0
48.0;50.0;61.0
49.0;50.0;61.0
51.0;52.0;63.0
50.0;51.0;62.0
53.0;53.0;65.0
53.0;54.0;63.0
55.0;54.0;63.0
55.0;54.0;63.0
54.0;54.0;63.0
54.0;54.0;63.0
55.0;55.0;63.0
55.0;55.0;63.0
53.0;53.0;62.0
51.0;51.0;60.0
52.0;53.0;61.0
52.0;52.0;61.0
52.0;52.0;61.0
52.0;52.0;62.0
52.0;53.0;62.0
53.0;53.0;62.0
52.0;52.0;61.0
52.0;53.0;61.0
51.0;51.0;61.0
49.0;50.0;59.0
50.0;51.0;61.0
52.0;53.0;62.0
50.0;51.0;61.0
51.0;51.0;62.0
51.0;52.0;63.0
52.0;53.0;64.0
51.0;52.0;63.0
51.0;52.0;63.0
52.0;52.0;63.0
50.0;51.0;63.0
51.0;51.0;61.0
51.0;52.0;62.0
50.0;51.0;61.0
51.0;51.0;62.0
49.0;50.0;60.0
50.0;51.0;61.0
49.0;50.0;61.0
48.0;49.0;61.0
49.0;50.0;61.0
47.0;49.0;61.0
51.0;51.0;63.0
51.0;52.0;63.0
53.0;53.0;63.0
53.0;52.0;62.0
50.0;50.0;59.0
53.0;53.0;61.0
53.0;53.0;62.0
53.0;53.0;62.0
52.0;52.0;61.0
53.0;53.0;62.0
52.0;52.0;61.0
51.0;51.0;63.0
49.0;51.0;61.0
49.0;51.0;62.0
48.0;50.0;62.0
48.0;49.0;61.0
49.0;50.0;62.0
49.0;50.0;62.0
51.0;51.0;63.0
52.0;52.0;65.0
52.0;52.0;63.0
53.0;52.0;62.0
53.0;52.0;62.0
54.0;53.0;62.0
51.0;51.0;61.0
52.0;53.0;62.0
53.0;53.0;62.0
52.0;53.0;63.0
51.0;52.0;63.0
52.0;52.0;63.0
52.0;53.0;64.0
49.0;50.0;62.0
50.0;51.0;63.0
52.0;52.0;65.0
52.0;53.0;63.0
49.0;50.0;62.0
50.0;51.0;63.0
50.0;51.0;63.0
52.0;52.0;63.0
51.0;52.0;64.0
53.0;52.0;62.0
52.0;52.0;61.0
53.0;52.0;62.0
52.0;52.0;61.0
54.0;53.0;62.0
55.0;54.0;63.0
54.0;53.0;62.0
55.0;55.0;65.0
58.0;58.0;68.0
58.0;57.0;68.0
58.0;58.0;68.0
87.0;83.0;78.0
107.0;95.0;76.0
